Time_step: 509, MeanReward[31]: -2.69
Time_step: 564046, MeanReward[1]: 2567.75
Time_step: 565046, MeanReward[1]: 3103.03
Time_step: 566046, MeanReward[1]: 3188.67
Time_step: 566191, MeanReward[1]: 399.48
Time_step: 566503, MeanReward[1]: 996.40
Time_step: 567009, MeanReward[1]: 1719.98
Time_step: 567281, MeanReward[1]: 845.66
Time_step: 567406, MeanReward[1]: 349.36
Time_step: 568141, MeanReward[1]: 2470.45
Time_step: 568530, MeanReward[1]: 1318.58
Time_step: 568652, MeanReward[1]: 344.25
Time_step: 568902, MeanReward[1]: 732.05
Time_step: 569097, MeanReward[1]: 642.76
Time_step: 569771, MeanReward[1]: 2200.25
Time_step: 570313, MeanReward[1]: 1814.83
Time_step: 570627, MeanReward[1]: 1011.27
Time_step: 570947, MeanReward[1]: 943.30
Time_step: 571068, MeanReward[1]: 332.81
Time_step: 571200, MeanReward[1]: 327.75
Time_step: 571995, MeanReward[1]: 2671.38
Time_step: 572888, MeanReward[1]: 2920.92
Time_step: 573299, MeanReward[1]: 1355.72
Time_step: 573570, MeanReward[1]: 867.31
Time_step: 573909, MeanReward[1]: 1061.68
Time_step: 574412, MeanReward[1]: 1658.15
Time_step: 574550, MeanReward[1]: 376.74
Time_step: 574935, MeanReward[1]: 1288.48
Time_step: 575598, MeanReward[1]: 2193.04
Time_step: 575717, MeanReward[1]: 331.17
Time_step: 576142, MeanReward[1]: 1329.12
Time_step: 577032, MeanReward[1]: 3006.00
Time_step: 577508, MeanReward[1]: 1495.84
Time_step: 577573, MeanReward[1]: 114.63
Time_step: 578057, MeanReward[1]: 1584.14
Time_step: 578722, MeanReward[1]: 2190.04
Time_step: 579028, MeanReward[2]: 436.54
Time_step: 579818, MeanReward[2]: 1294.41
Time_step: 580464, MeanReward[1]: 2196.46
Time_step: 580909, MeanReward[1]: 1460.16
Time_step: 581125, MeanReward[1]: 670.52
Time_step: 581572, MeanReward[3]: 421.53
Time_step: 582562, MeanReward[1]: 3363.37
Time_step: 582705, MeanReward[1]: 408.03
Time_step: 583555, MeanReward[1]: 2782.95
Time_step: 583667, MeanReward[1]: 311.47
Time_step: 584001, MeanReward[1]: 1028.25
Time_step: 584536, MeanReward[1]: 1694.23
Time_step: 585086, MeanReward[1]: 1816.87
Time_step: 585551, MeanReward[2]: 724.71
Time_step: 586241, MeanReward[1]: 2355.48
Time_step: 586696, MeanReward[1]: 1636.14
Time_step: 587249, MeanReward[1]: 1800.57
Time_step: 587558, MeanReward[1]: 920.20
Time_step: 588209, MeanReward[3]: 691.93
Time_step: 588730, MeanReward[2]: 817.94
Time_step: 589311, MeanReward[1]: 1910.35
Time_step: 590167, MeanReward[1]: 2978.09
Time_step: 590672, MeanReward[1]: 1742.18
Time_step: 590824, MeanReward[1]: 442.83
Time_step: 591429, MeanReward[1]: 2017.83
Time_step: 591669, MeanReward[1]: 740.56
Time_step: 592041, MeanReward[1]: 1256.23
Time_step: 592824, MeanReward[1]: 2520.65
Time_step: 593824, MeanReward[1]: 3273.00
Time_step: 593950, MeanReward[1]: 350.79
Time_step: 594083, MeanReward[1]: 377.30
Time_step: 594537, MeanReward[2]: 732.51
Time_step: 595085, MeanReward[1]: 1797.59
Time_step: 595578, MeanReward[1]: 1719.70
Time_step: 596074, MeanReward[2]: 799.31
Time_step: 597074, MeanReward[1]: 3132.17
Time_step: 597301, MeanReward[1]: 717.64
Time_step: 598301, MeanReward[1]: 3318.46
Time_step: 598635, MeanReward[1]: 1011.94
Time_step: 598800, MeanReward[1]: 453.58
Time_step: 599110, MeanReward[1]: 1026.32
Time_step: 599591, MeanReward[1]: 1596.00
MoviePy - Building video /home/mzoellner/Projects/research/guided-rl/runs/walker2d/20251105-035754/videos/walker2d/humanoid_eval-episode-5.mp4.
MoviePy - Writing video /home/mzoellner/Projects/research/guided-rl/runs/walker2d/20251105-035754/videos/walker2d/humanoid_eval-episode-5.mp4
[34m[1mwandb[0m: [33mWARNING[0m `format` argument was not provided, defaulting to `gif`. This parameter will be required in v0.20.0, please specify the format explicitly.

MoviePy - Done !
MoviePy - video ready /home/mzoellner/Projects/research/guided-rl/runs/walker2d/20251105-035754/videos/walker2d/humanoid_eval-episode-5.mp4
Eval num_timesteps=600000, episode_reward=2630.42 +/- 0.00
Episode length: 756.00 +/- 0.00
Time_step: 600039, MeanReward[2]: 697.89
Time_step: 600539, MeanReward[1]: 1503.18
Time_step: 601496, MeanReward[1]: 3369.53
Time_step: 601628, MeanReward[1]: 359.50
Time_step: 602623, MeanReward[2]: 1653.05
Time_step: 603341, MeanReward[1]: 2441.61
Time_step: 604341, MeanReward[1]: 3131.21
Time_step: 604519, MeanReward[1]: 491.70
Time_step: 604922, MeanReward[1]: 1379.59
Time_step: 605188, MeanReward[1]: 818.55
Time_step: 605507, MeanReward[1]: 1066.27
Time_step: 606157, MeanReward[1]: 2180.07
Time_step: 607073, MeanReward[1]: 3052.47
Time_step: 607765, MeanReward[1]: 2260.24
Time_step: 608021, MeanReward[1]: 868.30
Time_step: 609021, MeanReward[1]: 3287.77
Time_step: 609558, MeanReward[1]: 1790.20
Time_step: 610061, MeanReward[1]: 1652.26
Time_step: 610551, MeanReward[1]: 1620.64
Time_step: 610892, MeanReward[1]: 1087.68
Time_step: 611425, MeanReward[1]: 1771.50
Time_step: 611806, MeanReward[1]: 1216.59
Time_step: 612806, MeanReward[1]: 3417.35
Time_step: 613264, MeanReward[1]: 1517.09
Time_step: 614264, MeanReward[1]: 3284.22
Time_step: 614873, MeanReward[1]: 2147.29
Time_step: 615484, MeanReward[1]: 1992.00
Time_step: 615795, MeanReward[1]: 1004.56
Time_step: 616242, MeanReward[1]: 1521.20
Time_step: 616774, MeanReward[1]: 1891.56
Time_step: 616912, MeanReward[1]: 390.59
Time_step: 617728, MeanReward[1]: 2812.97
Time_step: 617941, MeanReward[1]: 671.19
Time_step: 618654, MeanReward[1]: 2379.12
Time_step: 619654, MeanReward[1]: 3015.50
Time_step: 620419, MeanReward[1]: 2654.41
Time_step: 620589, MeanReward[1]: 582.10
Time_step: 621233, MeanReward[1]: 2201.24
Time_step: 622233, MeanReward[1]: 2897.46
Time_step: 622707, MeanReward[1]: 1563.59
Time_step: 623237, MeanReward[1]: 1778.20
Time_step: 623535, MeanReward[1]: 991.02
Time_step: 623957, MeanReward[1]: 1379.29
Time_step: 624528, MeanReward[1]: 1884.06
Time_step: 625098, MeanReward[1]: 1894.06
Time_step: 625618, MeanReward[1]: 1661.92
Time_step: 625926, MeanReward[1]: 918.49
Time_step: 626345, MeanReward[1]: 1390.16
Time_step: 627048, MeanReward[1]: 2330.32
Time_step: 627428, MeanReward[1]: 1140.43
Time_step: 627872, MeanReward[1]: 1549.47
Time_step: 628205, MeanReward[1]: 1025.82
Time_step: 628544, MeanReward[1]: 1136.64
Time_step: 629201, MeanReward[1]: 1928.51
Time_step: 629978, MeanReward[1]: 2758.32
Time_step: 630752, MeanReward[1]: 2458.91
Time_step: 631066, MeanReward[1]: 1035.57
Time_step: 631557, MeanReward[1]: 1599.06
Time_step: 632401, MeanReward[1]: 2824.08
Time_step: 632851, MeanReward[1]: 1318.65
Time_step: 633150, MeanReward[1]: 964.64
Time_step: 633456, MeanReward[1]: 1057.23
Time_step: 634456, MeanReward[1]: 3247.37
Time_step: 635082, MeanReward[1]: 2180.39
Time_step: 635373, MeanReward[1]: 822.48
Time_step: 635675, MeanReward[1]: 903.69
Time_step: 635953, MeanReward[1]: 842.01
Time_step: 636251, MeanReward[1]: 878.91
Time_step: 636487, MeanReward[1]: 753.11
Time_step: 636712, MeanReward[1]: 725.04
Time_step: 636997, MeanReward[1]: 928.23
Time_step: 637367, MeanReward[1]: 1280.94
Time_step: 638367, MeanReward[1]: 3230.82
Time_step: 638714, MeanReward[1]: 1062.92
Time_step: 639042, MeanReward[1]: 1034.11
Time_step: 639313, MeanReward[1]: 856.08
Time_step: 639930, MeanReward[1]: 2106.36
Time_step: 640234, MeanReward[1]: 1037.46
Time_step: 640564, MeanReward[1]: 1123.48
Time_step: 640931, MeanReward[1]: 1156.79
Time_step: 641884, MeanReward[1]: 3218.20
Time_step: 642214, MeanReward[1]: 963.29
Time_step: 642538, MeanReward[1]: 972.65
Time_step: 642753, MeanReward[1]: 666.70
Time_step: 643030, MeanReward[1]: 888.00
Time_step: 643252, MeanReward[1]: 737.82
Time_step: 643518, MeanReward[1]: 903.63
Time_step: 644426, MeanReward[1]: 2800.28
Time_step: 644553, MeanReward[1]: 350.87
Time_step: 644802, MeanReward[1]: 811.40
Time_step: 645036, MeanReward[1]: 742.26
Time_step: 645544, MeanReward[1]: 1535.64
Time_step: 646039, MeanReward[1]: 1680.27
Time_step: 646731, MeanReward[2]: 1128.29
Time_step: 647018, MeanReward[1]: 998.70
Time_step: 648025, MeanReward[2]: 1507.77
Time_step: 648355, MeanReward[1]: 1036.01
Time_step: 648611, MeanReward[2]: 363.74
Time_step: 649307, MeanReward[2]: 1123.07
Time_step: 649677, MeanReward[1]: 1210.19
Time_step: 650237, MeanReward[2]: 875.93
Time_step: 650792, MeanReward[2]: 838.09
Time_step: 651250, MeanReward[1]: 1537.51
Time_step: 652052, MeanReward[2]: 1296.76
Time_step: 652466, MeanReward[1]: 1386.84
Time_step: 652814, MeanReward[1]: 1159.55
Time_step: 653162, MeanReward[1]: 1136.48
Time_step: 653661, MeanReward[2]: 728.25
Time_step: 654369, MeanReward[2]: 1144.67
Time_step: 654702, MeanReward[1]: 1059.27
Time_step: 655195, MeanReward[2]: 784.80
Time_step: 655943, MeanReward[2]: 1161.98
Time_step: 656284, MeanReward[1]: 1016.04
Time_step: 656832, MeanReward[1]: 1753.40
Time_step: 657055, MeanReward[1]: 711.19
Time_step: 657797, MeanReward[2]: 1191.58
Time_step: 658085, MeanReward[1]: 898.50
Time_step: 658865, MeanReward[2]: 1220.17
Time_step: 659645, MeanReward[2]: 1256.52
Time_step: 659868, MeanReward[1]: 712.52
Time_step: 660173, MeanReward[1]: 949.47
Time_step: 660965, MeanReward[2]: 1187.27
Time_step: 661454, MeanReward[1]: 1551.73
Time_step: 661735, MeanReward[1]: 936.92
Time_step: 662735, MeanReward[1]: 3247.41
Time_step: 663169, MeanReward[1]: 1281.78
Time_step: 663564, MeanReward[1]: 1353.34
Time_step: 664134, MeanReward[1]: 1810.15
Time_step: 664249, MeanReward[1]: 308.09
Time_step: 664970, MeanReward[1]: 2409.31
Time_step: 665251, MeanReward[1]: 746.87
Time_step: 665762, MeanReward[1]: 1775.26
Time_step: 666644, MeanReward[1]: 2919.63
Time_step: 667485, MeanReward[1]: 2705.57
Time_step: 667704, MeanReward[1]: 713.69
Time_step: 668106, MeanReward[1]: 1343.84
Time_step: 668250, MeanReward[1]: 422.20
Time_step: 669080, MeanReward[1]: 2824.67
Time_step: 669432, MeanReward[1]: 1170.72
Time_step: 670243, MeanReward[2]: 1373.41
Time_step: 670509, MeanReward[1]: 848.50
Time_step: 671112, MeanReward[1]: 2030.83
Time_step: 671514, MeanReward[1]: 1298.66
Time_step: 671914, MeanReward[1]: 1314.72
Time_step: 672894, MeanReward[1]: 3131.90
Time_step: 673195, MeanReward[1]: 900.98
Time_step: 673585, MeanReward[1]: 1294.20
Time_step: 674105, MeanReward[1]: 1706.00
Time_step: 674338, MeanReward[1]: 733.04
Time_step: 675157, MeanReward[1]: 2276.06
Time_step: 675377, MeanReward[1]: 687.61
Time_step: 675698, MeanReward[1]: 1062.67
Time_step: 676409, MeanReward[2]: 1177.16
Time_step: 676824, MeanReward[1]: 1391.95
Time_step: 677689, MeanReward[1]: 2924.20
Time_step: 677901, MeanReward[1]: 671.18
Time_step: 678025, MeanReward[1]: 355.03
Time_step: 678634, MeanReward[2]: 938.41
Time_step: 679258, MeanReward[2]: 987.87
Time_step: 679639, MeanReward[1]: 1288.94
Time_step: 680439, MeanReward[1]: 2737.79
Time_step: 680743, MeanReward[1]: 993.20
Time_step: 681632, MeanReward[1]: 2875.37
Time_step: 682153, MeanReward[1]: 1761.54
Time_step: 682696, MeanReward[1]: 1795.33
Time_step: 683160, MeanReward[1]: 1488.20
Time_step: 683373, MeanReward[1]: 699.25
Time_step: 684135, MeanReward[1]: 2339.84
Time_step: 684986, MeanReward[1]: 2825.75
Time_step: 685568, MeanReward[1]: 1974.41
Time_step: 686568, MeanReward[1]: 3112.80
Time_step: 686768, MeanReward[1]: 651.44
Time_step: 687036, MeanReward[1]: 865.85
Time_step: 687581, MeanReward[1]: 1536.12
Time_step: 687869, MeanReward[1]: 982.61
Time_step: 688423, MeanReward[1]: 1740.26
Time_step: 688631, MeanReward[1]: 652.84
Time_step: 689489, MeanReward[1]: 2658.43
Time_step: 689723, MeanReward[1]: 713.65
Time_step: 690499, MeanReward[1]: 2587.47
Time_step: 691460, MeanReward[1]: 3189.90
Time_step: 691589, MeanReward[1]: 360.42
Time_step: 691708, MeanReward[1]: 328.69
Time_step: 691925, MeanReward[1]: 687.54
Time_step: 692235, MeanReward[1]: 1018.02
Time_step: 692833, MeanReward[3]: 602.17
Time_step: 693348, MeanReward[2]: 804.94
Time_step: 694047, MeanReward[1]: 2360.47
Time_step: 694583, MeanReward[1]: 1667.15
Time_step: 694821, MeanReward[1]: 748.70
Time_step: 695199, MeanReward[1]: 1237.67
Time_step: 696199, MeanReward[1]: 3275.94
Time_step: 696510, MeanReward[1]: 954.19
Time_step: 696649, MeanReward[1]: 387.90
Time_step: 697598, MeanReward[2]: 1537.28
Time_step: 698144, MeanReward[1]: 1767.28
Time_step: 699134, MeanReward[1]: 3322.82
Time_step: 699789, MeanReward[1]: 2167.11
MoviePy - Building video /home/mzoellner/Projects/research/guided-rl/runs/walker2d/20251105-035754/videos/walker2d/humanoid_eval-episode-6.mp4.
MoviePy - Writing video /home/mzoellner/Projects/research/guided-rl/runs/walker2d/20251105-035754/videos/walker2d/humanoid_eval-episode-6.mp4
[34m[1mwandb[0m: [33mWARNING[0m `format` argument was not provided, defaulting to `gif`. This parameter will be required in v0.20.0, please specify the format explicitly.

MoviePy - Done !
MoviePy - video ready /home/mzoellner/Projects/research/guided-rl/runs/walker2d/20251105-035754/videos/walker2d/humanoid_eval-episode-6.mp4
Eval num_timesteps=700000, episode_reward=2479.79 +/- 0.00
Episode length: 720.00 +/- 0.00
Time_step: 700009, MeanReward[1]: 704.59
Time_step: 700406, MeanReward[1]: 1305.63
Time_step: 700936, MeanReward[1]: 1743.37
Time_step: 701833, MeanReward[1]: 3048.33
Time_step: 702371, MeanReward[1]: 1848.96
Time_step: 702647, MeanReward[1]: 895.81
Time_step: 702881, MeanReward[1]: 727.48
Time_step: 703843, MeanReward[1]: 3168.10
Time_step: 704115, MeanReward[1]: 860.61
Time_step: 704326, MeanReward[1]: 640.32
Time_step: 704604, MeanReward[1]: 958.56
Time_step: 704835, MeanReward[1]: 715.82
Time_step: 705962, MeanReward[2]: 1772.12
Time_step: 706263, MeanReward[1]: 983.39
Time_step: 707263, MeanReward[1]: 3098.85
Time_step: 707937, MeanReward[1]: 2242.04
Time_step: 708078, MeanReward[1]: 388.94
Time_step: 708322, MeanReward[1]: 730.63
Time_step: 708833, MeanReward[1]: 1629.45
Time_step: 709035, MeanReward[1]: 612.86
Time_step: 709339, MeanReward[1]: 1015.05
Time_step: 709753, MeanReward[2]: 616.67
Time_step: 710753, MeanReward[1]: 3174.40
Time_step: 710891, MeanReward[1]: 368.41
Time_step: 711481, MeanReward[1]: 1915.61
Time_step: 711902, MeanReward[1]: 1341.84
Time_step: 712075, MeanReward[1]: 477.10
Time_step: 712600, MeanReward[3]: 531.64
Time_step: 713406, MeanReward[2]: 1319.88
Time_step: 714166, MeanReward[1]: 2496.23
Time_step: 714411, MeanReward[1]: 735.29
Time_step: 715035, MeanReward[1]: 2074.09
Time_step: 715458, MeanReward[1]: 1393.02
Time_step: 715852, MeanReward[1]: 1264.55
Time_step: 716172, MeanReward[1]: 1042.60
Time_step: 716867, MeanReward[1]: 2295.92
Time_step: 717867, MeanReward[1]: 3235.16
Time_step: 718158, MeanReward[1]: 790.34
Time_step: 718613, MeanReward[1]: 1113.45
Time_step: 719465, MeanReward[1]: 2719.08
Time_step: 720255, MeanReward[1]: 2406.89
Time_step: 720559, MeanReward[1]: 998.17
Time_step: 721559, MeanReward[1]: 2781.77
Time_step: 721694, MeanReward[1]: 353.57
Time_step: 721758, MeanReward[1]: 116.44
Time_step: 721928, MeanReward[1]: 485.08
Time_step: 722226, MeanReward[1]: 934.71
Traceback (most recent call last):
  File "/home/mzoellner/Projects/research/guided-rl/src/train_humanoid.py", line 173, in <module>
    main()
  File "/home/mzoellner/Projects/research/guided-rl/src/train_humanoid.py", line 158, in main
    model.learn(total_timesteps=args.total_timesteps, callback=callbacks)
  File "/home/mzoellner/miniconda3/envs/guided-rl/lib/python3.11/site-packages/stable_baselines3/ppo/ppo.py", line 315, in learn
    return super().learn(
           ^^^^^^^^^^^^^^
  File "/home/mzoellner/miniconda3/envs/guided-rl/lib/python3.11/site-packages/stable_baselines3/common/on_policy_algorithm.py", line 313, in learn
    self.train()
  File "/home/mzoellner/miniconda3/envs/guided-rl/lib/python3.11/site-packages/stable_baselines3/ppo/ppo.py", line 279, in train
    loss.backward()
  File "/home/mzoellner/miniconda3/envs/guided-rl/lib/python3.11/site-packages/torch/_tensor.py", line 487, in backward
    torch.autograd.backward(
  File "/home/mzoellner/miniconda3/envs/guided-rl/lib/python3.11/site-packages/torch/autograd/__init__.py", line 200, in backward
    Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
KeyboardInterrupt
